"Id","Action"
1,0.535430468927064
2,0.965379544235841
3,0.960667739793365
4,0.963638899513623
5,0.989007802573005
6,0.974836681892768
7,0.896387091234584
8,0.980383201861217
9,0.781046437068931
10,0.929431347623609
11,0.88642340392668
12,0.970782096928705
13,0.92773785398802
14,0.907583673204303
15,0.923578983884935
16,0.97167138100215
17,0.900278175962398
18,0.926775743080158
19,0.964474126753774
20,0.959152898960236
21,0.936028029399077
22,0.901482845379027
23,0.976066106773265
24,0.938364262132273
25,0.974136375678992
26,0.903770273297238
27,0.960629540910373
28,0.875731928171592
29,0.971508932603961
30,0.941582789056874
31,0.959160918838173
32,0.975585767635367
33,0.967358584577401
34,0.986343717454003
35,0.978600941157753
36,0.973880287802721
37,0.953688388190974
38,0.979116428579258
39,0.902714483385023
40,0.860006759353995
41,0.9445921965914
42,0.947542272717161
43,0.951936393266618
44,0.977174763647383
45,0.939444530101189
46,0.949799125061827
47,0.95506906932088
48,0.910205858042676
49,0.956681771754205
50,0.967523660918471
51,0.872561096028461
52,0.980913816517713
53,0.991519930261948
54,0.966739754614736
55,0.957006636387283
56,0.929520055223132
57,0.977814230269665
58,0.978790523528961
59,0.936759261316536
60,0.919790317305237
61,0.97435751156751
62,0.935569970584443
63,0.94497890612459
64,0.950454224061861
65,0.910917336819191
66,0.96837509609307
67,0.951273040220029
68,0.98407562582778
69,0.919225742180318
70,0.878954040190177
71,0.95493209838886
72,0.967394582825385
73,0.964409776150854
74,0.979596942928514
75,0.942325931824369
76,0.948175133940452
77,0.955710463984961
78,0.926658651999176
79,0.665867061641101
80,0.947077932133353
81,0.9516622549267
82,0.962434279725047
83,0.891475628181301
84,0.961134235270375
85,0.953308557110857
86,0.897923386961712
87,0.825773539050292
88,0.960714699137915
89,0.967978185278219
90,0.804938706090529
91,0.972764641391326
92,0.935319997405727
93,0.975110005958249
94,0.813303758327513
95,0.960199571756444
96,0.926993919228281
97,0.578558784221058
98,0.962669782954183
99,0.975421587404474
100,0.973420378399816
101,0.965433387383771
102,0.784491583112655
103,0.944389484849261
104,0.926693421119909
105,0.601172448342718
106,0.95643475429188
107,0.98434881650858
108,0.93106033669163
109,0.981392255234659
110,0.931652385469937
111,0.707786090820975
112,0.979196154002219
113,0.92278279026662
114,0.918361220399924
115,0.939895713499897
116,0.967696706773567
117,0.973882049238422
118,0.960783189033063
119,0.967755418151875
120,0.957237924607413
121,0.89936350593151
122,0.950376047726624
123,0.944527737335894
124,0.957709507168191
125,0.974483064980273
126,0.851993820408918
127,0.885005297643764
128,0.918406347337087
129,0.925518171407896
130,0.97459369529194
131,0.983116723605918
132,0.962758917186528
133,0.932157920112068
134,0.899962683926961
135,0.984505524637933
136,0.947608421298017
137,0.982825862406166
138,0.95757523006311
139,0.852340596357307
140,0.977207753873166
141,0.939084338853289
142,0.916106678421651
143,0.98099504422567
144,0.957708320453552
145,0.966672966436746
146,0.887273524399807
147,0.931833398988095
148,0.87229863318508
149,0.964733415197037
150,0.966798085488356
151,0.957889648091321
152,0.885244512449948
153,0.949148347834607
154,0.912192993274916
155,0.950066748052693
156,0.928251972140149
157,0.924663927583765
158,0.97796594238103
159,0.730439685211061
160,0.959775913343562
161,0.854015459034576
162,0.988303370347636
163,0.987185070627532
164,0.937631600923073
165,0.966421013444472
166,0.971990701698295
167,0.916116018806615
168,0.946338787067948
169,0.934488688425918
170,0.955042456981982
171,0.955853921452406
172,0.93020308785405
173,0.935759818162645
174,0.952285411015342
175,0.949133772084043
176,0.957182362325543
177,0.927080810200458
178,0.965061933529277
179,0.964529922399754
180,0.934148574575683
181,0.855424730304702
182,0.981713756517613
183,0.827611038304461
184,0.876497568110514
185,0.957387133453784
186,0.960011802190916
187,0.972453148355005
188,0.946658454081388
189,0.798375502724143
190,0.964531994027034
191,0.986334845323598
192,0.963540792144083
193,0.987235074194772
194,0.944275365692935
195,0.889122956580644
196,0.965748924452997
197,0.957184951589391
198,0.973053815030729
199,0.952175610342156
200,0.528860981099079
201,0.934116983169944
202,0.930212319870176
203,0.93905490726174
204,0.93422438620339
205,0.960407118748334
