"Id","Action"
1,0.870599759769651
2,0.830171527687747
3,0.873963669309586
4,0.803496960651043
5,0.848082026052238
6,0.877844788228961
7,0.782533396009552
8,0.870882531847235
9,0.575673274526379
10,0.825694943275317
11,0.7190192120668
12,0.829045615648447
13,0.767139846722748
14,0.877532854091271
15,0.780307192458239
16,0.677663961970002
17,0.745062380972228
18,0.749725055981941
19,0.833188225608319
20,0.859395160848472
21,0.87427838343232
22,0.880149106944611
23,0.779665473760612
24,0.800457005954687
25,0.829907109331782
26,0.735192533310124
27,0.841117717751176
28,0.852529941564779
29,0.822544864355277
30,0.68825481167535
31,0.707517253831624
32,0.823654722238903
33,0.819280028718877
34,0.815116912744858
35,0.814095959781741
36,0.900653245215887
37,0.790018707509294
38,0.896058658909422
39,0.747606071739219
40,0.776499937772024
41,0.818647169757756
42,0.816080127833444
43,0.801341634030509
44,0.791165880266878
45,0.85640715510509
46,0.780584136773539
47,0.836479619740581
48,0.812445015308059
49,0.886187787222858
50,0.791552341454529
51,0.878653350809502
52,0.851985102650786
53,0.84090831157772
54,0.830078121802864
55,0.758951283033859
56,0.863514251738803
57,0.786894860317903
58,0.825690052136486
59,0.772818491530632
60,0.771410889363949
61,0.84997360604862
62,0.892091822917746
63,0.767094783235455
64,0.858905203354168
65,0.847036470248131
66,0.789469391390447
67,0.694885002094606
68,0.854711121912227
69,0.705221177437173
70,0.435508365526817
71,0.810413085220345
72,0.789909662326878
73,0.856452013739911
74,0.860238957616364
75,0.85868718330058
76,0.840566492713307
77,0.783105711367191
78,0.652855800092282
79,0.465938816596988
80,0.89179339820978
81,0.830410362696358
82,0.840105515479288
83,0.779928323065832
84,0.808431982109795
85,0.834010380648985
86,0.698682021224538
87,0.820718989162499
88,0.803489218413243
89,0.8409999340435
90,0.668045959460317
91,0.773002752487117
92,0.508700248079409
93,0.860569984843924
94,0.829247142520488
95,0.783255678274832
96,0.831091795938255
97,0.29573731764879
98,0.732889868702713
99,0.846299704639918
100,0.851963746262702
101,0.698713000700542
102,0.624898262363624
103,0.856361973958357
104,0.828480940462134
105,0.627682838778978
106,0.883119399606982
107,0.804256662405305
108,0.839323147035451
109,0.832745824318615
110,0.821140848681913
111,0.461844851291956
112,0.833761848168606
113,0.751734498524685
114,0.801931035434054
115,0.801239572987035
116,0.803896036362481
117,0.862542853081293
118,0.848935811073172
119,0.839618472047627
120,0.828468076248444
121,0.791185961811344
122,0.86972140665992
123,0.825904013229844
124,0.783487001076937
125,0.832412543253515
126,0.790282951068283
127,0.776896232746009
128,0.761967851288797
129,0.727855588865464
130,0.84860743731162
131,0.842615953976748
132,0.843006943061789
133,0.808204315981906
134,0.882256899424277
135,0.855633360253044
136,0.812680758801011
137,0.877621513594356
138,0.801565840074262
139,0.589973999523988
140,0.830737369186921
141,0.925124708469864
142,0.879984367193535
143,0.843208341604601
144,0.815124130038078
145,0.812515062742995
146,0.632982469229792
147,0.72149921179253
148,0.763972351662826
149,0.849275552525767
150,0.814548072115899
151,0.82834212196647
152,0.584200892047688
153,0.861848243935053
154,0.780368049249425
155,0.86303052948525
156,0.759529691970297
157,0.76232484246018
158,0.817915424999254
159,0.612125898225734
160,0.796069747975328
161,0.64367931274566
162,0.790756951671717
163,0.854111698728857
164,0.721716064685539
165,0.850292746633749
166,0.835306759165338
167,0.752082292439067
168,0.677873255499936
169,0.899945455682728
170,0.792484002050517
171,0.803577045413638
172,0.821702163882901
173,0.809677106412086
174,0.810322663122866
175,0.730275726835682
176,0.778213900218902
177,0.567758751729939
178,0.835675433948021
179,0.91033021475494
180,0.769907877981142
181,0.387585015659871
182,0.891155658134102
183,0.766205673846731
184,0.667035681574175
185,0.813944549585922
186,0.8548392493242
187,0.857712197884338
188,0.85202868644796
189,0.550008778973139
