"id","ACTION"
1,0.848822322618427
2,0.842144868044612
3,0.8586250234848
4,0.795757474044782
5,0.82189973914969
6,0.882887343473669
7,0.759447898127403
8,0.86253164456537
9,0.584358692522333
10,0.841688957513361
11,0.674099135311863
12,0.845856499325409
13,0.789149997040243
14,0.862443523499634
15,0.799644254855355
16,0.692222538042833
17,0.750640312796144
18,0.796357754235117
19,0.846138762206616
20,0.870897804921431
21,0.87590652647464
22,0.87058994851478
23,0.810879430643152
24,0.775625719571214
25,0.808283231480223
26,0.769603019738159
27,0.81942560202079
28,0.849285701372415
29,0.830530756118976
30,0.724744778425831
31,0.733771159777497
32,0.828994607368407
33,0.823981595616333
34,0.796675715884348
35,0.797799890485083
36,0.89274411624901
37,0.817773985123307
38,0.876788545081632
39,0.800302300553722
40,0.795900612763148
41,0.789625418326271
42,0.790516235497366
43,0.791958799942494
44,0.795498213160791
45,0.841368205899135
46,0.789453525824643
47,0.849763965691615
48,0.82343764346806
49,0.904465772046915
50,0.795308698566708
51,0.833928816319424
52,0.870009959863342
53,0.862426398008608
54,0.832867454817469
55,0.761889635473421
56,0.861283278008103
57,0.802047617558282
58,0.830489609539374
59,0.756688398939366
60,0.759445708880062
61,0.845353261479936
62,0.93107703961926
63,0.79129522295668
64,0.858568814443432
65,0.832630358925633
66,0.785830427417192
67,0.689130043605455
68,0.850582629135389
69,0.745435289497504
70,0.497806054297964
71,0.817001346679126
72,0.767239381621174
73,0.85148215795606
74,0.869808461063788
75,0.865831447178822
76,0.843403357065562
77,0.795195620114722
78,0.644694072851331
79,0.476856874284457
80,0.888444226923161
81,0.83901276301327
82,0.836308645551637
83,0.794942554519672
84,0.807700451077001
85,0.840249298853254
86,0.699142654340606
87,0.823429053690011
88,0.781702729282953
89,0.856743133011053
90,0.682932811305365
91,0.801993918288519
92,0.500194160412408
93,0.836684286489954
94,0.821510231716671
95,0.82190547001854
96,0.842833768222909
97,0.302788470913667
98,0.784714577392666
99,0.859227043011391
100,0.857675034061141
101,0.719057704824327
102,0.640280374483628
103,0.855343608991485
104,0.842199072321069
105,0.653906157083995
106,0.880475675679867
107,0.822963230657451
108,0.841480342217948
109,0.832053152453157
110,0.802146402699429
111,0.498414862255817
112,0.833784848098085
113,0.757613416092848
114,0.787094719588413
115,0.808690968990187
116,0.817260228298603
117,0.869637493379792
118,0.86804579664115
119,0.830708349350332
120,0.825046806772989
121,0.789483978750024
122,0.862616645894407
123,0.824206884876928
124,0.787511580458278
125,0.83032472476077
126,0.762283987598895
127,0.772725798780092
128,0.792029590626369
129,0.756235831226946
130,0.845331662446322
131,0.843225128134355
132,0.839530660013
133,0.808536817773495
134,0.867417915416873
135,0.855156249552982
136,0.812759489702916
137,0.880526691272488
138,0.795892607196814
139,0.652285492107254
140,0.823049254316208
141,0.90942281803515
142,0.91555380156897
143,0.854164970090825
144,0.841024722740896
145,0.816981283870276
146,0.649544517646365
147,0.752405881761238
148,0.756864551117145
149,0.856872812786419
150,0.821529098188827
151,0.828153907996347
152,0.582485818611242
153,0.876810840949743
154,0.764187862674955
155,0.843685845972916
156,0.772580128709607
157,0.802544387129462
158,0.827146832905072
159,0.663463037426901
160,0.794129696675016
161,0.667927916718617
162,0.799946695322416
163,0.828537373767064
164,0.733860937848357
165,0.849247409595536
166,0.832049173430652
167,0.753612676617244
168,0.664877385640256
169,0.888025877422297
170,0.809275491725994
171,0.800737031082156
172,0.797468984627288
173,0.813946775450464
174,0.823662469657697
175,0.768410837846353
176,0.786817717192221
177,0.558571008766076
178,0.825765299612549
179,0.89533107908937
180,0.780695003565819
181,0.414324697446573
182,0.869567161023689
183,0.76717817629409
184,0.698168099258782
185,0.815440131023304
186,0.82393305066648
187,0.847299997831132
188,0.843681747084735
189,0.564277064173188
190,0.810385684156695
191,0.791635975651746
192,0.825612767736661
193,0.84023072230239
194,0.842512840359938
195,0.805857639002638
196,0.860550872206117
197,0.810810121608487
198,0.750279983194136
199,0.838004851239269
200,0.467694320176586
201,0.868942664932772
202,0.701268996082004
203,0.826673438630243
204,0.747153784364234
205,0.838931118226731
206,0.824195670365802
207,0.796749823281482
208,0.778259165231317
209,0.483728082278766
210,0.500023194369711
211,0.801930279870918
212,0.80450702108797
213,0.860254988372925
214,0.850303474359532
215,0.873854528792159
216,0.775215806495325
217,0.774934729115014
218,0.910626038276388
219,0.817393840061945
220,0.909221451524049
221,0.62848098565459
222,0.872490278439789
223,0.922839428315324
224,0.738891369004762
225,0.856349437103917
226,0.54946533845877
227,0.775592737589829
228,0.802733983640304
229,0.834129345916433
230,0.838493862931419
231,0.810356212435505
232,0.688329907206817
233,0.769271383802696
234,0.450371344877958
235,0.752947250254929
236,0.759446926784723
237,0.820395311608995
238,0.763344689030906
239,0.721752837791266
240,0.798067694619292
241,0.840502475840662
242,0.507607527886862
243,0.364972501425714
244,0.828756701267685
245,0.89554348235504
246,0.832569376564059
247,0.798452100251973
248,0.861107164409592
249,0.803103901109807
250,0.825530058752808
251,0.803086667213167
252,0.623811742779019
253,0.749645229485013
254,0.853675156920581
255,0.881290577461031
256,0.829453743610986
257,0.833051005525924
258,0.736670038777668
259,0.834734621384388
260,0.821761205216508
261,0.784026180289913
262,0.819677824877707
263,0.838523045723738
264,0.862279885802991
265,0.895584549430394
266,0.731817117001545
267,0.817635394347272
268,0.862156679886954
269,0.847006402328875
270,0.850406154499851
271,0.794079923110344
272,0.765342358067892
273,0.8603547490338
274,0.45999758255843
275,0.847025378447662
276,0.591819632392052
277,0.756070725194584
278,0.86224330072144
279,0.763289663572281
280,0.776818811446566
281,0.855492939974181
282,0.834348883343349
283,0.769975088584231
284,0.747065210105421
285,0.864484476402883
286,0.758831114320674
287,0.831678808995094
288,0.831906741762837
289,0.873483178001187
290,0.809547792074866
